delta_pose,ir
[ 0.000436 -0.000011  0.036960],	[ 0.049  0.424  0.598  1.071  0.121  0.104]
[ 0.000000  0.000002  0.082133],	[ 0.049  0.424  0.339  0.654  0.121  0.098]
[ 0.000436 -0.000027  0.086240],	[ 0.051  0.429  0.073  0.846  0.248  0.094]
[ 0.000870 -0.000064  0.147840],	[ 0.059  0.440  0.527  0.242  0.086  0.095]
[ 0.000436 -0.000030  0.094453],	[ 0.062  0.501  0.829  0.815  0.064  0.100]
[ 0.001738 -0.000145  0.147840],	[ 0.077  0.424  0.577  0.462  0.074  0.106]
[ 0.001740 -0.000113  0.164266],	[ 0.089  0.419  0.449  0.758  0.041  0.180]
[ 0.000872 -0.000018  0.114986],	[ 0.388  0.369  0.457  0.323  0.038  0.080]
[ 0.002170 -0.000189  0.201226],	[ 0.690  0.352  0.500  0.597  0.030  0.082]
[ 0.001307 -0.000055  0.143733],	[ 1.389  0.324  0.433  0.250  0.030  0.076]
[ 0.001739 -0.000125  0.221759],	[ 0.366  0.291  0.509  0.414  0.032  0.041]
[ 0.001740 -0.000104  0.147840],	[ 0.726  0.236  0.345  0.194  0.046  0.030]
[ 0.001738 -0.000131  0.205333],	[ 0.226  0.309  0.328  0.488  0.058  0.021]
[ 0.000873 -0.000005  0.024640],	[ 0.795  0.305  0.322  0.160  0.066  0.018]
[-0.000436  0.000005 -0.004107],	[ 0.681  0.229  0.376  0.263  0.066  0.019]
[-0.000436  0.000002 -0.004107],	[ 0.755  0.305  0.351  0.160  0.062  0.019]
[ 0.000000 -0.000000  0.000000],	[ 0.699  0.298  0.339  0.231  0.063  0.019]
[ 0.002618 -0.000013  0.008213],	[ 0.726  0.298  0.296  0.200  0.065  0.019]
[ 0.003054 -0.000004  0.004107],	[ 0.717  0.312  0.345  0.177  0.064  0.020]
[ 0.004800 -0.000025  0.012320],	[ 0.452  0.320  0.301  0.307  0.063  0.020]
[ 0.004800 -0.000023  0.012320],	[ 0.452  0.335  0.390  0.156  0.045  0.021]
[ 0.009163 -0.000038  0.012320],	[ 0.314  0.369  0.322  0.379  0.024  0.024]
[ 0.007418 -0.000018  0.004107],	[ 0.354  0.348  0.345  0.167  0.030  0.029]
[ 0.010907 -0.000127  0.012320],	[ 0.277  0.379  0.301  0.488  0.105  0.031]
[ 0.008709 -0.000496  0.098560],	[ 0.280  0.413  0.396  0.170  0.421  0.032]
[ 0.005228 -0.000252  0.098560],	[ 0.717  0.398  0.491  0.143  0.290  0.035]
[ 0.008714 -0.000349  0.123200],	[ 0.592  0.309  0.174  0.246  0.395  0.043]
[ 0.007417 -0.000065  0.028747],	[ 0.556  0.361  0.154  0.317  0.387  0.050]
[ 0.010035 -0.000086  0.020533],	[ 0.556  0.263  0.165  0.317  0.412  0.056]
[ 0.003054  0.000043 -0.036960],	[ 0.550  0.374  0.187  0.263  0.544  0.050]
[ 0.004358  0.000192 -0.082133],	[ 0.592  0.365  0.376  0.323  0.412  0.053]
[ 0.003052  0.000111 -0.069813],	[ 0.681  0.393  0.588  0.141  0.521  0.062]
[ 0.003488  0.000109 -0.073920],	[ 0.656  0.452  0.345  0.545  0.605  0.068]
[ 0.004787  0.000297 -0.135520],	[ 0.269  0.383  0.296  0.619  0.371  0.068]
[ 0.005653  0.000394 -0.151946],	[ 1.252  0.393  0.306  0.877  0.499  0.071]
[ 0.006107  0.000125 -0.057493],	[ 0.226  0.369  0.277  0.231  0.263  0.079]
[ 0.010472  0.000043 -0.016427],	[ 0.258  0.365  0.333  0.631  0.274  0.077]
[ 0.006981 -0.000029  0.000000],	[ 0.266  0.369  0.322  0.227  0.458  0.078]
[ 0.006977  0.000229 -0.049280],	[ 0.563  0.365  0.317  0.525  0.458  0.082]
[ 0.005235  0.000059 -0.024640],	[ 0.529  0.365  0.357  0.246  0.872  0.084]
[ 0.007412  0.000244 -0.069813],	[ 0.571  0.180  0.317  0.454  0.544  0.094]
[ 0.005670  0.000122 -0.045173],	[ 0.523  0.393  0.363  0.347  0.279  0.104]
[ 0.011341  0.000236 -0.057493],	[ 0.571  0.419  0.339  0.565  0.430  0.107]
[ 0.013522  0.000256 -0.053387],	[ 0.517  0.408  0.457  0.347  0.244  0.115]
[ 0.010034  0.000154 -0.036960],	[ 0.411  0.419  0.317  0.565  0.161  0.117]
[ 0.016143  0.000143 -0.020533],	[ 0.342  0.429  0.500  0.347  0.308  0.105]
[ 0.010036  0.000014 -0.004107],	[ 0.317  0.429  0.322  0.515  0.274  0.099]
[ 0.015271 -0.000059  0.004107],	[ 0.335  0.424  0.457  0.372  0.970  0.111]
[ 0.010035  0.000095 -0.012320],	[ 0.354  0.446  0.317  0.454  0.218  0.110]
[ 0.011333  0.000460 -0.073920],	[ 0.317  0.435  0.345  0.422  0.200  0.122]
[ 0.005667  0.000206 -0.078026],	[ 0.966  0.424  0.345  0.422  0.387  0.131]
[ 0.007396  0.000480 -0.143733],	[ 0.350  0.452  0.426  0.386  0.421  0.150]
[ 0.005234  0.000111 -0.065707],	[ 0.310  0.429  0.396  0.393  0.124  0.171]
[ 0.009163  0.000066 -0.020533],	[ 0.314  0.440  0.509  0.365  0.157  0.173]
[ 0.008727 -0.000004  0.000000],	[ 0.298  0.435  0.457  0.497  0.244  0.173]
[ 0.004800 -0.000007  0.004107],	[ 0.282  0.429  0.500  0.666  0.949  0.160]
[ 0.008726 -0.000045  0.008213],	[ 0.285  0.440  0.457  0.430  0.356  0.155]
[ 0.004361 -0.000106  0.049280],	[ 0.291  0.446  0.500  0.815  0.801  0.145]
[ 0.006532 -0.000356  0.110880],	[ 0.321  0.452  0.426  0.422  0.279  0.118]
[ 0.005669 -0.000141  0.086240],	[ 0.893  0.424  0.396  0.815  0.214  0.090]
[ 0.010034 -0.000113  0.045173],	[ 0.681  0.452  0.396  0.422  0.190  0.070]
[ 0.005671  0.000099 -0.036960],	[ 0.905  0.429  0.426  0.758  0.387  0.071]
[ 0.007408  0.000324 -0.094453],	[ 0.350  0.528  0.537  0.414  0.164  0.074]
[ 0.007844  0.000335 -0.090346],	[ 0.288  0.435  0.509  0.801  0.145  0.105]
[ 0.005234  0.000122 -0.065707],	[ 0.253  0.446  0.317  0.437  0.704  0.111]
[ 0.009159  0.000215 -0.061600],	[ 0.251  0.446  0.251  0.877  0.818  0.139]
[ 0.006109  0.000013 -0.008213],	[ 0.228  0.429  0.251  0.386  0.818  0.139]
[ 0.009163 -0.000020  0.004107],	[ 0.226  0.429  0.106  0.565  0.929  0.133]
[ 0.006981 -0.000000  0.000000],	[ 0.216  0.452  0.111  0.758  0.412  0.124]
[ 0.012217 -0.000090  0.016427],	[ 0.216  0.429  0.104  0.575  0.970  0.109]
[ 0.006978 -0.000177  0.049280],	[ 0.210  0.508  0.097  0.488  0.379  0.193]
[ 0.011765 -0.000523  0.086240],	[ 0.220  0.446  0.084  0.462  0.141  0.245]
[ 0.006976 -0.000197  0.073920],	[ 0.243  0.464  0.174  0.525  0.356  0.235]
[ 0.012648 -0.000301  0.061600],	[ 0.411  0.476  0.118  0.545  0.248  0.247]
[ 0.013088 -0.000161  0.032853],	[ 0.656  0.458  0.156  0.430  1.011  0.235]
[ 0.008727 -0.000022  0.008213],	[ 0.664  0.446  0.066  0.462  0.704  0.251]
[ 0.013090  0.000041 -0.008213],	[ 0.656  0.452  0.079  0.462  0.488  0.257]
[ 0.008727 -0.000036  0.008213],	[ 0.600  0.452  0.078  0.462  0.854  0.275]
[ 0.010897 -0.000437  0.061600],	[ 0.536  0.464  0.085  0.422  0.458  0.249]
[ 0.006101 -0.000261  0.090346],	[ 0.258  0.452  0.063  0.462  0.458  0.318]
[ 0.011322 -0.000576  0.139626],	[ 0.426  0.446  0.115  0.515  0.387  0.269]
[ 0.008288 -0.000142  0.045173],	[ 0.411  0.339  0.104  0.454  0.334  0.259]
[ 0.009157  0.000299 -0.036960],	[ 0.370  0.452  0.045  0.445  0.321  0.283]
[ 0.008719  0.000281 -0.090346],	[ 0.397  0.452  0.060  0.462  0.421  0.316]
[ 0.005672  0.000027 -0.012320],	[ 0.362  0.521  0.066  0.470  0.395  0.292]
[ 0.006980 -0.000145  0.024640],	[ 0.370  0.440  0.070  0.462  0.592  0.294]
[ 0.003925 -0.000116  0.061600],	[ 0.354  0.446  0.059  0.454  0.891  0.281]
[ 0.007848 -0.000249  0.098560],	[ 0.350  0.476  0.052  0.454  0.081  0.263]
[ 0.006545 -0.000043  0.020533],	[ 0.331  0.501  0.047  0.445  0.068  0.267]
[ 0.009599 -0.000052  0.016427],	[ 0.324  0.488  0.048  0.422  0.066  0.253]
[ 0.005672  0.000068 -0.012320],	[ 0.285  0.495  0.049  0.454  0.069  0.259]
[ 0.008284  0.000254 -0.078026],	[ 0.335  0.464  0.054  0.462  0.063  0.281]
[ 0.007854  0.000005 -0.016427],	[ 0.321  0.458  0.057  0.454  0.058  0.273]
[ 0.005236 -0.000011  0.000000],	[ 0.324  0.452  0.061  0.470  0.061  0.271]
[ 0.006106 -0.000158  0.032853],	[ 0.291  0.365  0.057  0.445  0.060  0.273]
[ 0.004359 -0.000159  0.073920],	[ 0.285  0.476  0.052  0.454  0.067  0.241]
[ 0.009161 -0.000143  0.045173],	[ 0.271  0.429  0.043  0.400  0.068  0.233]
[ 0.006545 -0.000016  0.012320],	[ 0.251  0.435  0.039  0.400  0.069  0.255]
[ 0.009599  0.000004  0.008213],	[ 0.269  0.408  0.037  0.422  0.063  0.259]
[ 0.006545  0.000023 -0.004107],	[ 0.243  0.413  0.037  0.393  0.069  0.257]
[ 0.007415  0.000172 -0.028747],	[ 0.234  0.435  0.038  0.414  0.071  0.257]
[ 0.004361  0.000116 -0.057493],	[ 0.239  0.408  0.047  0.379  0.074  0.277]
[ 0.008726  0.000099 -0.041067],	[ 0.248  0.452  0.052  0.191  0.069  0.283]
[ 0.008290  0.000007 -0.004107],	[ 0.241  0.452  0.052  0.165  0.069  0.281]
[ 0.006545 -0.000011  0.004107],	[ 0.237  0.452  0.052  0.115  0.069  0.281]
[ 0.010908 -0.000081  0.020533],	[ 0.218  0.452  0.052  0.049  0.069  0.279]
[ 0.006981 -0.000013  0.008213],	[ 0.214  0.476  0.050  0.043  0.069  0.281]
[ 0.012653 -0.000050  0.012320],	[ 0.198  0.482  0.042  0.042  0.071  0.077]
[ 0.012217 -0.000090  0.016427],	[ 0.186  0.482  0.041  0.045  0.071  0.064]
[ 0.007418 -0.000014  0.004107],	[ 0.180  0.488  0.038  0.041  0.074  0.066]
[ 0.011781  0.000004 -0.004107],	[ 0.170  0.470  0.046  0.045  0.076  0.065]
[ 0.007854 -0.000013  0.000000],	[ 0.158  0.470  0.043  0.045  0.075  0.064]
[ 0.011781 -0.000063  0.012320],	[ 0.147  0.495  0.042  0.048  0.075  0.067]
[ 0.007418 -0.000022  0.004107],	[ 0.135  0.470  0.040  0.045  0.075  0.055]
[ 0.011781 -0.000088  0.012320],	[ 0.124  0.435  0.037  0.045  0.076  0.063]
[ 0.008727 -0.000018  0.000000],	[ 0.120  0.452  0.039  0.046  0.078  0.064]
[ 0.013526 -0.000014  0.004107],	[ 0.103  0.452  0.035  0.044  0.079  0.068]
[ 0.007854  0.000079 -0.008213],	[ 0.093  0.452  0.036  0.045  0.077  0.064]
[ 0.010015  0.000546 -0.110880],	[ 0.094  0.476  0.049  0.040  0.079  0.076]
[ 0.007853  0.000109 -0.032853],	[ 0.081  0.452  0.051  0.038  0.072  0.082]
[ 0.010908  0.000018 -0.012320],	[ 0.077  0.446  0.053  0.037  0.072  0.082]
[ 0.002182  0.000020 -0.004107],	[ 0.073  0.424  0.052  0.038  0.071  0.082]
[ 0.000873  0.000004  0.008213],	[ 0.073  0.452  0.054  0.038  0.069  0.084]
[ 0.000000 -0.000009 -0.024640],	[ 0.069  0.452  0.053  0.037  0.061  0.082]
[ 0.000000 -0.000002 -0.008213],	[ 0.071  0.440  0.055  0.037  0.068  0.087]
[ 0.000000 -0.000002 -0.016427],	[ 0.073  0.452  0.055  0.036  0.069  0.085]
[ 0.000000  0.000000 -0.008213],	[ 0.073  0.452  0.057  0.034  0.069  0.086]
[ 0.000436 -0.000000 -0.004107],	[ 0.074  0.452  0.058  0.037  0.070  0.077]
[-0.000436  0.000000 -0.004107],	[ 0.072  0.495  0.059  0.036  0.069  0.093]
[-0.000000  0.000004 -0.016427],	[ 0.071  0.452  0.061  0.037  0.064  0.092]
[-0.000000  0.000014 -0.065707],	[ 0.077  0.446  0.060  0.033  0.066  0.100]
[ 0.000436  0.000013 -0.069813],	[ 0.071  0.440  0.045  0.027  0.064  0.104]
[-0.000434 -0.000050 -0.143733],	[ 0.093  0.429  0.070  0.029  0.058  0.122]
[ 0.000000  0.000000 -0.114986],	[ 0.112  0.429  0.073  0.028  0.069  0.283]
[ 0.000431  0.000068 -0.184800],	[ 0.105  0.266  0.032  0.042  0.081  0.321]
[ 0.000434  0.000043 -0.135520],	[ 0.155  0.275  0.027  0.056  0.111  0.353]
[ 0.000867  0.000080 -0.197120],	[ 0.091  0.157  0.022  0.057  0.143  0.336]
[ 0.000437 -0.000002 -0.143733],	[ 0.084  0.134  0.025  0.111  1.147  0.337]
[ 0.001305  0.000086 -0.201226],	[ 0.074  0.101  0.035  0.058  0.532  0.180]
[ 0.000436  0.000018 -0.143733],	[ 0.075  0.099  0.052  0.054  0.646  0.330]
[ 0.000865  0.000120 -0.221759],	[ 0.087  0.139  0.069  0.044  0.719  0.215]
[ 0.001292  0.000201 -0.225866],	[ 0.097  0.175  0.054  0.037  0.159  0.070]
[ 0.000433  0.000063 -0.143733],	[ 0.116  0.234  0.083  0.045  0.180  0.046]
[ 0.000870  0.000054 -0.213546],	[ 0.162  0.295  0.045  0.055  0.100  0.029]
[ 0.000001 -0.000016 -0.139626],	[ 1.407  0.266  0.037  0.070  0.097  0.024]
[ 0.000432  0.000063 -0.193013],	[ 0.681  0.188  0.032  0.052  0.090  0.024]
[-0.000001  0.000011 -0.106773],	[ 0.639  0.152  0.039  0.099  0.080  0.030]
[ 0.000433  0.000052 -0.143733],	[ 0.615  0.133  0.045  0.080  0.063  0.032]
[-0.000000  0.000005 -0.082133],	[ 0.130  0.111  0.051  0.066  0.063  0.036]
[-0.000436 -0.000013 -0.094453],	[ 1.269  0.107  0.056  0.070  0.054  0.052]
[-0.000436 -0.000007 -0.061600],	[ 0.805  0.121  0.063  0.065  0.053  0.049]
[-0.000873  0.000007  0.008213],	[ 0.775  0.122  0.061  0.067  0.052  0.058]
[-0.000436  0.000002  0.004107],	[ 0.775  0.121  0.067  0.066  0.050  0.056]
[ 0.000436 -0.000004 -0.004107],	[ 0.765  0.121  0.066  0.067  0.052  0.056]
[ 0.000000 -0.000007  0.000000],	[ 0.755  0.119  0.067  0.065  0.051  0.055]
[ 0.000436 -0.000004 -0.004107],	[ 0.681  0.107  0.066  0.068  0.054  0.056]
[-0.000436 -0.000002  0.004107],	[ 0.765  0.119  0.066  0.066  0.052  0.055]
[ 0.001745 -0.000009  0.008213],	[ 0.755  0.120  0.066  0.067  0.045  0.055]
[-0.000436 -0.000007  0.028747],	[ 0.848  0.117  0.066  0.069  0.054  0.058]
[ 0.000000 -0.000000  0.032853],	[ 1.159  0.111  0.058  0.062  0.055  0.053]
[ 0.000436 -0.000004  0.028747],	[ 1.129  0.109  0.053  0.065  0.056  0.051]
[ 0.001745 -0.000000  0.032853],	[ 0.266  0.107  0.052  0.062  0.050  0.043]
[ 0.000436  0.000000 -0.004107],	[ 0.263  0.110  0.050  0.066  0.056  0.043]
[ 0.000873  0.000002  0.000000],	[ 0.277  0.111  0.050  0.066  0.060  0.044]
[-0.001309  0.000005  0.012320],	[ 0.246  0.110  0.051  0.066  0.060  0.044]
[ 0.000436 -0.000002  0.012320],	[ 0.177  0.110  0.051  0.066  0.051  0.042]
[ 0.000000  0.000002  0.008213],	[ 0.152  0.111  0.052  0.070  0.057  0.036]
[ 0.000000  0.000002  0.008213],	[ 0.123  0.107  0.052  0.070  0.059  0.039]
[ 0.001745  0.000005  0.008213],	[ 0.127  0.111  0.047  0.069  0.060  0.039]
[ 0.001745  0.000004  0.000000],	[ 0.147  0.114  0.048  0.069  0.060  0.039]
[ 0.001309  0.000005 -0.004107],	[ 0.150  0.121  0.049  0.070  0.062  0.039]
[-0.000000 -0.000000 -0.024640],	[ 0.130  0.123  0.049  0.067  0.060  0.041]
[ 0.000436  0.000013 -0.045173],	[ 0.536  0.115  0.052  0.061  0.059  0.049]
[ 0.003486  0.000136 -0.090346],	[ 0.755  0.125  0.061  0.065  0.056  0.056]
[ 0.006108  0.000039 -0.016427],	[ 0.765  0.139  0.067  0.058  0.052  0.061]
[ 0.003491 -0.000002  0.000000],	[ 0.717  0.120  0.066  0.065  0.054  0.062]
[ 0.003491 -0.000005  0.000000],	[ 0.745  0.156  0.068  0.062  0.053  0.060]
[ 0.006108 -0.000088  0.024640],	[ 0.717  0.157  0.058  0.064  0.053  0.058]
[ 0.003490 -0.000056  0.032853],	[ 1.205  0.160  0.054  0.069  0.047  0.055]
[ 0.007413 -0.000217  0.061600],	[ 0.726  0.163  0.047  0.066  0.056  0.046]
[ 0.009161 -0.000145  0.045173],	[ 0.114  0.188  0.045  0.069  0.061  0.042]
[ 0.006109 -0.000034  0.008213],	[ 0.112  0.194  0.045  0.073  0.061  0.042]
[ 0.012216  0.000129 -0.016427],	[ 0.113  0.242  0.043  0.066  0.056  0.044]
[ 0.008289  0.000131 -0.028747],	[ 0.177  0.234  0.043  0.065  0.065  0.050]
[ 0.013522  0.000283 -0.045173],	[ 0.929  0.236  0.047  0.060  0.063  0.054]
[ 0.011342  0.000190 -0.041067],	[ 1.353  0.263  0.053  0.053  0.063  0.053]
[ 0.011779  0.000194 -0.036960],	[ 0.755  0.302  0.060  0.056  0.054  0.070]
[ 0.016574  0.000421 -0.049280],	[ 0.699  0.320  0.076  0.054  0.055  0.072]
[ 0.009161  0.000193 -0.036960],	[ 0.600  0.335  0.457  0.051  0.052  0.076]
[ 0.018323  0.000265 -0.032853],	[ 0.656  0.361  0.418  0.048  0.048  0.075]
[ 0.010036  0.000029 -0.012320],	[ 0.656  0.365  0.363  0.052  0.046  0.075]
[ 0.010036 -0.000045  0.004107],	[ 0.631  0.383  0.390  0.054  0.041  0.073]
[ 0.017886 -0.000315  0.036960],	[ 0.571  0.388  0.370  0.058  0.088  0.068]
[ 0.010470 -0.000165  0.041067],	[ 0.615  0.403  0.383  0.058  0.235  0.061]
[ 0.016563 -0.000639  0.082133],	[ 0.717  0.388  0.363  0.064  0.510  0.055]
[ 0.013082 -0.000374  0.057493],	[ 1.407  0.383  0.317  0.069  0.334  0.046]
[ 0.011778 -0.000206  0.045173],	[ 0.199  0.383  0.322  0.068  0.412  0.038]
[ 0.015268 -0.000283  0.045173],	[ 0.105  0.408  0.317  0.067  0.439  0.035]
[ 0.017889 -0.000090  0.020533],	[ 0.090  0.408  0.301  0.063  0.735  0.035]
[ 0.010472 -0.000022  0.008213],	[ 0.097  0.429  0.322  0.069  0.532  0.027]
[ 0.013962  0.000088 -0.008213],	[ 0.085  0.379  0.301  0.064  0.499  0.098]
[ 0.013960  0.000220 -0.024640],	[ 0.083  0.398  0.301  0.065  0.356  0.169]
[ 0.008288  0.000152 -0.061600],	[ 0.681  0.403  0.322  1.090  0.430  0.164]
[ 0.010456  0.000494 -0.106773],	[ 1.114  0.429  0.370  0.454  0.379  0.186]
[ 0.011773  0.000364 -0.069813],	[ 0.585  0.086  0.370  0.525  0.646  0.239]
[ 0.007854  0.000045 -0.016427],	[ 0.563  0.429  0.396  0.393  0.532  0.197]
[ 0.006545  0.000047 -0.012320],	[ 0.523  0.435  0.474  0.445  0.448  0.235]
[ 0.008282  0.000319 -0.061600],	[ 0.543  0.452  0.598  0.372  0.646  0.233]
[ 0.007412  0.000229 -0.086240],	[ 0.504  0.388  0.632  0.430  0.421  0.173]
[ 0.006545  0.000018 -0.012320],	[ 0.486  0.435  0.509  0.454  0.439  0.171]
[ 0.008290  0.000005 -0.004107],	[ 0.486  0.429  0.537  0.488  0.468  0.186]
[ 0.005236  0.000002 -0.000000],	[ 0.463  0.452  0.465  0.393  0.619  0.233]
[ 0.007418 -0.000022  0.004107],	[ 0.498  0.452  0.465  0.454  0.387  0.231]
[ 0.005236 -0.000004  0.000000],	[ 0.446  0.435  0.433  0.430  0.371  0.225]
[ 0.008290  0.000023 -0.004107],	[ 0.486  0.429  0.404  0.462  0.555  0.241]
[ 0.006981  0.000034 -0.008213],	[ 0.468  0.452  0.404  0.619  0.592  0.290]
[ 0.009598  0.000100 -0.024640],	[ 0.474  0.476  0.322  0.619  0.488  0.265]
[ 0.011781  0.000016 -0.004107],	[ 0.474  0.458  0.376  0.597  0.379  0.259]
[ 0.007854  0.000005  0.000000],	[ 0.446  0.452  0.301  0.961  0.689  0.269]
[ 0.013526 -0.000090  0.012320],	[ 0.431  0.446  0.376  0.575  0.387  0.292]
[ 0.009163 -0.000030  0.012320],	[ 0.446  0.458  0.418  0.679  0.328  0.279]
[ 0.014399  0.000018  0.004107],	[ 0.446  0.476  0.527  0.454  0.412  0.294]
[ 0.011344  0.000086 -0.016427],	[ 0.421  0.452  0.165  1.052  0.468  0.309]
[ 0.019632  0.000260 -0.028747],	[ 0.401  0.452  0.022  0.772  0.544  0.273]
[ 0.013525  0.000168 -0.028747],	[ 0.397  0.452  0.026  0.365  0.263  0.290]
[ 0.022685  0.000362 -0.041067],	[ 0.383  0.435  0.045  0.329  0.632  0.283]
[ 0.023558  0.000355 -0.032853],	[ 0.383  0.429  0.050  0.227  0.532  0.290]
[ 0.015272  0.000048 -0.004107],	[ 0.370  0.429  0.064  0.242  0.348  0.289]
[ 0.023125 -0.000116  0.012320],	[ 0.375  0.424  0.066  0.246  0.387  0.289]
[ 0.012651  0.000206 -0.028747],	[ 0.317  0.429  0.076  0.210  0.468  0.281]
[ 0.014779  0.001093 -0.156053],	[ 0.350  0.424  0.102  0.019  0.395  0.271]
[ 0.010022  0.000435 -0.102666],	[ 0.370  0.429  0.144  0.033  0.499  0.307]
[ 0.016135  0.000433 -0.069813],	[ 0.392  0.424  0.148  0.046  0.605  0.281]
[ 0.010472  0.000054 -0.016427],	[ 0.379  0.446  0.133  0.063  0.949  0.305]
[ 0.014397  0.000233 -0.028747],	[ 0.383  0.424  0.104  0.073  0.660  0.292]
[ 0.007409  0.000310 -0.086240],	[ 0.258  0.424  0.111  0.111  0.371  0.302]
[ 0.010870  0.000733 -0.160160],	[ 0.623  0.452  0.277  0.127  0.592  0.341]
[ 0.012648  0.000308 -0.069813],	[ 0.397  0.419  0.218  0.090  0.169  0.352]
[ 0.008290  0.000029 -0.012320],	[ 0.388  0.424  0.211  0.077  0.100  0.354]
[ 0.012654 -0.000002 -0.004107],	[ 0.370  0.452  0.193  0.087  0.145  0.346]
[ 0.005670  0.000140 -0.061600],	[ 0.370  0.429  0.179  0.200  0.112  0.300]
[ 0.010022  0.000419 -0.119093],	[ 0.346  0.452  0.172  0.291  0.183  0.290]
[ 0.007417  0.000079 -0.028747],	[ 0.339  0.305  0.179  0.231  0.308  0.223]
[ 0.011344  0.000059 -0.008213],	[ 0.331  0.339  0.174  0.277  0.302  0.290]
[ 0.010036  0.000014  0.004107],	[ 0.324  0.335  0.174  0.216  0.532  0.348]
[ 0.006545  0.000025 -0.004107],	[ 0.321  0.316  0.160  0.272  0.161  0.350]
[ 0.011344  0.000106 -0.016427],	[ 0.310  0.247  0.170  0.216  0.132  0.353]
[ 0.008290  0.000056 -0.012320],	[ 0.314  0.339  0.160  0.242  0.308  0.354]
[ 0.012216  0.000156 -0.024640],	[ 0.307  0.339  0.165  0.203  0.379  0.354]
[ 0.008290  0.000082 -0.020533],	[ 0.271  0.331  0.160  0.227  0.308  0.354]
[ 0.010018  0.000516 -0.086240],	[ 0.263  0.343  0.152  0.210  0.580  0.298]
[ 0.006539  0.000210 -0.078026],	[ 0.271  0.352  0.165  0.227  0.592  0.279]
[ 0.009579  0.000530 -0.114986],	[ 0.291  0.352  0.174  0.200  1.171  0.249]
[ 0.007848  0.000217 -0.065707],	[ 0.269  0.403  0.185  0.216  0.308  0.221]
[ 0.010453  0.000553 -0.106773],	[ 0.271  0.388  0.190  0.188  0.290  0.231]
[ 0.008286  0.000215 -0.053387],	[ 0.271  0.408  0.218  0.210  0.177  0.275]
[ 0.012648  0.000322 -0.061600],	[ 0.274  0.424  0.205  0.216  0.157  0.350]
[ 0.010907  0.000111 -0.028747],	[ 0.280  0.413  0.167  0.227  0.138  0.354]
[ 0.008290  0.000027 -0.012320],	[ 0.263  0.429  0.177  0.231  0.214  0.354]
[ 0.013523  0.000240 -0.036960],	[ 0.253  0.435  0.125  0.246  0.175  0.354]
[ 0.010033  0.000199 -0.036960],	[ 0.256  0.446  0.114  0.259  0.348  0.354]
[ 0.013954  0.000401 -0.057493],	[ 0.256  0.183  0.306  0.223  0.735  0.337]
[ 0.010468  0.000235 -0.049280],	[ 0.253  0.413  0.263  0.170  0.356  0.335]
[ 0.016130  0.000586 -0.078026],	[ 0.271  0.452  0.172  0.136  1.123  0.314]
[ 0.018308  0.000688 -0.082133],	[ 0.271  0.458  0.135  0.191  0.488  0.305]
[ 0.011775  0.000305 -0.053387],	[ 0.280  0.440  0.119  0.329  0.371  0.344]
[ 0.018732  0.000917 -0.094453],	[ 0.282  0.424  0.100  0.231  0.363  0.354]
[ 0.012206  0.000451 -0.065707],	[ 0.310  0.435  0.087  0.177  0.488  0.312]
[ 0.018733  0.000906 -0.094453],	[ 0.383  0.424  0.072  0.160  1.077  0.311]
[ 0.012645  0.000399 -0.061600],	[ 0.431  0.424  0.062  0.132  0.499  0.321]
[ 0.018732  0.000938 -0.094453],	[ 0.536  0.440  0.057  0.115  0.592  0.318]
[ 0.012644  0.000437 -0.069813],	[ 0.310  0.452  0.055  0.095  1.123  0.318]
[ 0.017414  0.001018 -0.114986],	[ 0.436  0.435  0.057  0.087  0.568  0.279]
[ 0.010457  0.000480 -0.090346],	[ 1.353  0.429  0.066  0.077  0.448  0.309]
[ 0.013454  0.001192 -0.168373],	[ 0.795  0.424  0.080  0.073  0.592  0.267]
[ 0.010414  0.000951 -0.180693],	[ 0.726  0.446  0.102  0.065  0.279  0.273]
[ 0.006970  0.000324 -0.114986],	[ 0.310  0.452  0.121  0.067  0.458  0.249]
[ 0.007394  0.000533 -0.160160],	[ 0.269  0.408  0.156  0.076  0.356  0.166]
[ 0.005665  0.000242 -0.094453],	[ 0.251  0.403  0.174  0.084  0.226  0.201]
[ 0.009591  0.000324 -0.090346],	[ 0.517  0.369  0.235  0.109  0.268  0.347]
[ 0.005235  0.000106 -0.041067],	[ 0.480  0.352  0.251  0.115  0.150  0.350]
[ 0.008725  0.000143 -0.032853],	[ 0.510  0.352  0.281  0.134  0.132  0.346]
[ 0.005672  0.000045 -0.020533],	[ 0.431  0.356  0.296  0.126  0.159  0.342]
[ 0.005235  0.000077 -0.024640],	[ 0.486  0.356  0.301  0.158  0.129  0.333]
[ 0.003053  0.000064 -0.045173],	[ 0.492  0.335  0.345  0.158  0.356  0.267]
[ 0.003491  0.000020 -0.016427],	[ 0.480  0.348  0.376  0.185  0.448  0.292]
[ 0.003927  0.000023 -0.012320],	[ 0.431  0.331  0.383  0.177  0.605  0.309]
[ 0.003927  0.000007 -0.004107],	[ 0.468  0.335  0.345  0.213  0.532  0.283]
[ 0.006109  0.000014 -0.008213],	[ 0.492  0.309  0.351  0.191  0.439  0.281]
